Story,Pier,Output Case,Case Type,Step Type,Location,P,V2,V3,T,M2,M3
Roof,A-NE,SW,LinStatic,,Top,-282.027564568657,-74.3015260247491,76.1384904188632,-7.96612380781521,-144.480746470392,128.226928011524
Roof,A-NE,SW,LinStatic,,Bottom,-441.785531224907,-74.3015260247506,76.1384904188599,-7.96612380781757,83.9347247861897,-94.6776500627278
Roof,A-NE,S,LinStatic,,Top,-353.945885755815,-95.4020223836091,95.9570251130501,-10.2780890570296,-181.752626925119,165.08190999299
Roof,A-NE,S,LinStatic,,Bottom,-513.70385241206,-95.4020223836111,95.9570251130463,-10.278089057032,106.118448414024,-121.12415715784
Roof,A-NE,LL,LinStatic,,Top,-288.812715102108,-78.2900194820649,83.0282397513297,-7.42733899948238,-157.791866160516,135.128907883952
Roof,A-NE,LL,LinStatic,,Bottom,-448.570681758355,-78.2900194820654,83.0282397513247,-7.42733899948509,91.292853093463,-99.7411505622494
Roof,A-NE,SDL,LinStatic,,Top,-334.974322713765,-91.2358240404671,94.1416312009811,-9.17164148085608,-178.563174050002,157.780440538596
Roof,A-NE,SDL,LinStatic,,Bottom,-494.73228937001,-91.2358240404683,94.1416312009774,-9.17164148085592,103.861719552932,-115.927031582805
Roof,A-NE,EQSTX,LinStatic,,Top,15.1652570362921,20.2009696733059,13.813172499138,18.5709839003899,-33.8354498137771,-80.4619118329166
Roof,A-NE,EQSTX,LinStatic,,Bottom,15.1652570363004,20.2009696732499,13.8131724991412,18.5709839004129,7.60406768363634,-19.8590028130726
Roof,A-NE,EQSTY,LinStatic,,Top,-72.6899527653279,38.9192488966386,-22.4219894027709,-2.44743236746117,-26.0401856027879,-194.311916284567
Roof,A-NE,EQSTY,LinStatic,,Bottom,-72.6899527653315,38.919248896655,-22.4219894027002,-2.44743236743818,-93.3061538110307,-77.5541695945982
Roof,A-NE,EQSTXPECC,LinStatic,,Top,13.8867298687125,20.6168155819647,13.224191445049,18.2725043937008,-34.0926749327163,-83.6097437578713
Roof,A-NE,EQSTXPECC,LinStatic,,Bottom,13.8867298687145,20.61681558192,13.2241914450404,18.2725043937076,5.57989940242672,-21.7592970120142
Roof,A-NE,EQSTXNECC,LinStatic,,Top,16.443784203872,19.7851237646347,14.4021535532391,18.8694634070717,-33.5782246948387,-77.3140799079663
Roof,A-NE,EQSTXNECC,LinStatic,,Bottom,16.4437842038733,19.7851237645798,14.4021535532167,18.8694634070852,9.62823596487015,-17.9587086141263
Roof,A-NE,EQSTYNECC,LinStatic,,Top,-82.0348240629004,41.9587044472591,-26.7269054708754,-4.6290462163343,-27.9202673811965,-217.319705990546
Roof,A-NE,EQSTYNECC,LinStatic,,Bottom,-82.0348240629212,41.9587044472988,-26.7269054708025,-4.62904621631335,-108.100983793769,-91.4435926487091
Roof,A-NE,EQSTYPECC,LinStatic,,Top,-63.3450814677264,35.8797933460039,-18.1170733346625,-0.26581851858836,-24.1601038243572,-171.304126578548
Roof,A-NE,EQSTYPECC,LinStatic,,Bottom,-63.3450814677362,35.8797933460148,-18.1170733345989,-0.265818518571647,-78.5113238283058,-63.664746540506
Roof,A-NE,WX,LinStatic,,Top,0.983676269363528,0.979974922427639,0.842397207949472,1.00661644912946,-2.04399100299973,-3.98388591493653
Roof,A-NE,WX,LinStatic,,Bottom,0.983676269364343,0.979974922424548,0.842397207949421,1.0066164491312,0.483200620850825,-1.04396114765704
Roof,A-NE,WY,LinStatic,,Top,-21.713672156583,11.462008747141,-6.88186736777676,-0.862126311382427,-6.50589202118188,-56.315413196711
Roof,A-NE,WY,LinStatic,,Bottom,-21.7136721565845,11.4620087471442,-6.88186736775586,-0.862126311383435,-27.1514941244962,-21.9293869552828
Roof,A-NE,WSX,LinStatic,,Top,0.657231435084506,0.654726392720018,0.562831581918086,0.672539044947059,-1.36565317478672,-2.66166720975808
Roof,A-NE,WSX,LinStatic,,Bottom,0.65723143508457,0.65472639271848,0.562831581917881,0.672539044947927,0.322841570967823,-0.697488031599733
Roof,A-NE,WSY,LinStatic,,Top,-14.9832432276831,7.90920620218836,-4.74875215772571,-0.594905382879304,-4.48926839518197,-38.859680758451
Roof,A-NE,WSY,LinStatic,,Bottom,-14.9832432276844,7.90920620219366,-4.74875215770897,-0.594905382873497,-18.735524868343,-15.1320621518728
Roof,A-NE,WSYT,LinStatic,,Top,27.4780028179179,-5.58490723295398,15.182985473779,9.58454538579323,1.40590289844439,62.0796153037515
Roof,A-NE,WSYT,LinStatic,,Bottom,27.4780028179241,-5.58490723296304,15.1829854737448,9.58454538578262,46.9548593197651,45.3248936048605
Roof,A-NE,WSXT,LinStatic,,Top,1.62076132374836,0.348466640488834,1.01505270898945,0.903483694157567,-1.23134808147188,-0.370434350959448
Roof,A-NE,WSXT,LinStatic,,Bottom,1.62076132374849,0.348466640486383,1.01505270898779,0.903483694157813,1.81381004549482,0.674965570503505
Roof,A-NE,WXT,LinStatic,,Top,2.26838478716017,0.571627958734964,1.44535965079148,1.31454313131827,-1.86491724093709,-0.928903982871139
Roof,A-NE,WXT,LinStatic,,Bottom,2.26838478716052,0.571627958731066,1.44535965079033,1.31454313131892,2.47116171143859,0.785979893327941
Roof,A-NE,WYT,LinStatic,,Top,34.9013237012174,-6.53014284025193,19.6937833688045,12.7104750034893,1.35433627088948,78.2703172281193
Roof,A-NE,WYT,LinStatic,,Bottom,34.9013237012193,-6.53014284026439,19.6937833687603,12.7104750034776,60.4356863772591,58.6798887073342
Roof,A-NE,EQRSX,LinRespSpec,Max,Top,507.131924074024,245.63025859313,288.053779269091,74.1145014207833,786.746918601058,589.598792584837
Roof,A-NE,EQRSX,LinRespSpec,Max,Bottom,507.131924073973,245.63025859284,288.053779269166,74.1145014207459,118.679139520135,170.648541074616
Roof,A-NE,EQRSXECC,LinRespSpec,Max,Top,509.836721946981,246.498602276027,289.315340473069,74.7564494866847,787.170890322895,596.095365591157
Roof,A-NE,EQRSXECC,LinRespSpec,Max,Bottom,509.836721946931,246.498602275738,289.31534047314,74.7564494866462,122.887794853902,174.540083032245
Roof,A-NE,EQRSY,LinRespSpec,Max,Top,497.062374556515,563.124729817393,147.845901759116,232.983753890599,869.929668490911,2210.64255608504
Roof,A-NE,EQRSY,LinRespSpec,Max,Bottom,497.062374556553,563.124729817506,147.845901759285,232.983753890653,650.562530386409,594.065921389686
Roof,A-NE,EQRSYECC,LinRespSpec,Max,Top,511.993414445899,567.961618506428,154.760802357803,236.491444060325,872.614458019725,2246.97494713823
Roof,A-NE,EQRSYECC,LinRespSpec,Max,Bottom,511.993414445938,567.961618506553,154.760802357951,236.491444060373,673.992021711259,615.887646375748
Roof,A-NE,WS01,LinStatic,,Top,0.657231435084506,0.654726392720018,0.562831581918086,0.672539044947059,-1.36565317478672,-2.66166720975808
Roof,A-NE,WS01,LinStatic,,Bottom,0.65723143508457,0.65472639271848,0.562831581917881,0.672539044947927,0.322841570967823,-0.697488031599733
Roof,A-NE,WS02,LinStatic,,Top,-0.657231435084506,-0.654726392720018,-0.562831581918086,-0.672539044947059,1.36565317478672,2.66166720975808
Roof,A-NE,WS02,LinStatic,,Bottom,-0.65723143508457,-0.65472639271848,-0.562831581917881,-0.672539044947927,-0.322841570967823,0.697488031599733
Roof,A-NE,WS03,LinStatic,,Top,-14.9832432276831,7.90920620218836,-4.74875215772571,-0.594905382879304,-4.48926839518197,-38.859680758451
Roof,A-NE,WS03,LinStatic,,Bottom,-14.9832432276844,7.90920620219366,-4.74875215770897,-0.594905382873497,-18.735524868343,-15.1320621518728
Roof,A-NE,WS04,LinStatic,,Top,14.9832432276831,-7.90920620218836,4.74875215772571,0.594905382879304,4.48926839518197,38.859680758451
Roof,A-NE,WS04,LinStatic,,Bottom,14.9832432276844,-7.90920620219366,4.74875215770897,0.594905382873497,18.735524868343,15.1320621518728
Roof,A-NE,WS05,LinStatic,,Top,-10.7445088444494,6.42294944618466,-3.13944043185478,0.0582252465519396,-4.39119117747589,-31.1410109761577
Roof,A-NE,WS05,LinStatic,,Bottom,-10.7445088444506,6.42294944618486,-3.13944043184454,0.0582252465522736,-13.8095124730318,-11.8721626376038
Roof,A-NE,WS06,LinStatic,,Top,11.7303559970743,-5.44085985710047,3.98368780473194,0.950583320873295,2.34271141529527,27.1485101615163
Roof,A-NE,WS06,LinStatic,,Bottom,11.7303559970743,-5.44085985710255,3.98368780472168,0.950583320869413,14.293774829483,10.8259305902049
Roof,A-NE,WS07,LinStatic,,Top,10.7445088444494,-6.42294944618466,3.13944043185478,-0.0582252465519396,4.39119117747589,31.1410109761577
Roof,A-NE,WS07,LinStatic,,Bottom,10.7445088444506,-6.42294944618486,3.13944043184454,-0.0582252465522736,13.8095124730318,11.8721626376038
Roof,A-NE,WS08,LinStatic,,Top,-11.7303559970743,5.44085985710047,-3.98368780473194,-0.950583320873295,-2.34271141529527,-27.1485101615163
Roof,A-NE,WS08,LinStatic,,Bottom,-11.7303559970743,5.44085985710255,-3.98368780472168,-0.950583320869413,-14.293774829483,-10.8259305902049
Roof,A-NE,WS09,LinStatic,,Top,0.531210883010921,0.37092152642097,0.40829737958265,0.449204984243424,-0.83674509757726,-1.37713789874901
